Word,Concreteness,Frequency,Dom_Pos
photochemical,3.32,1,Adjective
prepubescent,3.32,8,Adjective
static,3.32,254,Adjective
twitchy,3.32,30,Adjective
unstrapped,3.32,1,Adjective
weightless,3.32,19,Adjective
wintry,3.32,11,Adjective
adjoined,3.31,1,Adjective
healthy,3.31,1262,Adjective
juvenile,3.31,261,Adjective
perpendicular,3.31,10,Adjective
phallic,3.31,15,Adjective
physical,3.31,1386,Adjective
seasoned,3.31,50,Adjective
solitary,3.31,174,Adjective
sparkling,3.31,102,Adjective
spicy,3.31,169,Adjective
swell,3.31,1061,Adjective
unleavened,3.31,1,Adjective
unmarked,3.31,70,Adjective
unripe,3.31,2,Adjective
upturned,3.31,8,Adjective
anal,3.3,138,Adjective
corrosive,3.3,19,Adjective
drunken,3.3,315,Adjective
electronic,3.3,350,Adjective
flabby,3.3,41,Adjective
glittery,3.3,6,Adjective
gripping,3.3,26,Adjective
multinational,3.3,32,Adjective
outstretched,3.3,20,Adjective
plushy,3.3,2,Adjective
puffing,3.3,33,Adjective
ripe,3.3,213,Adjective
telescopic,3.3,12,Adjective
untangled,3.3,3,Adjective
windswept,3.3,6,Adjective
agricultural,3.29,48,Adjective
balder,3.29,8,Adjective
boney,3.29,5,Adjective
composite,3.29,64,Adjective
membranous,3.29,1,Adjective
retinal,3.29,35,Adjective
sharper,3.29,65,Adjective
stainless,3.29,37,Adjective
unopened,3.29,28,Adjective
viscous,3.29,13,Adjective
warmer,3.29,184,Adjective
acoustic,3.28,49,Adjective
adrenal,3.28,16,Adjective
bilingual,3.28,19,Adjective
cardiopulmonary,3.28,6,Adjective
cloaking,3.28,42,Adjective
colder,3.28,127,Adjective
crowded,3.28,456,Adjective
decaying,3.28,36,Adjective
frigid,3.28,71,Adjective
geologic,3.28,3,Adjective
misfile,3.28,1,Adjective
muggy,3.28,5,Adjective
overgrown,3.28,49,Adjective
pearly,3.28,51,Adjective
periodontal,3.28,4,Adjective
slow,3.28,3877,Adjective
soggy,3.28,50,Adjective
unhygienic,3.28,3,Adjective
weekly,3.28,237,Adjective
adjustable,3.27,16,Adjective
ajar,3.27,23,Adjective
deaf,3.27,741,Adjective
intertwining,3.27,1,Adjective
larval,3.27,7,Adjective
mammalian,3.27,6,Adjective
menstrual,3.27,27,Adjective
nonslip,3.27,2,Adjective
odorous,3.27,1,Adjective
overlapping,3.27,46,Adjective
saltier,3.27,5,Adjective
single,3.27,3676,Adjective
slobbery,3.27,5,Adjective
starlit,3.27,7,Adjective
suburban,3.27,117,Adjective
whitish,3.27,1,Adjective
lipless,3.26,1,Adjective
malnourished,3.26,8,Adjective
microbial,3.26,2,Adjective
monochromatic,3.26,8,Adjective
moped,3.26,23,Adjective
multiple,3.26,540,Adjective
reburial,3.26,2,Adjective
slimy,3.26,159,Adjective
smudgy,3.26,1,Adjective
uncrushed,3.26,1,Adjective
windblown,3.26,6,Adjective
arching,3.25,6,Adjective
bluer,3.25,25,Adjective
bridal,3.25,133,Adjective
coarse,3.25,69,Adjective
inverted,3.25,40,Adjective
multilayered,3.25,5,Adjective
ovarian,3.25,17,Adjective
phonographic,3.25,1,Adjective
respiratory,3.25,142,Adjective
separate,3.25,1107,Adjective
southwestern,3.25,16,Adjective
stringed,3.25,6,Adjective
tropical,3.25,163,Adjective
uncapped,3.25,1,Adjective
undocked,3.25,1,Adjective
unsnapped,3.25,2,Adjective
whole,3.25,19660,Adjective
bankrupt,3.24,143,Adjective
bounding,3.24,10,Adjective
breathy,3.24,1,Adjective
brownish,3.24,12,Adjective
commercial,3.24,829,Adjective
congested,3.24,18,Adjective
conical,3.24,7,Adjective
inanimate,3.24,38,Adjective
iridescent,3.24,3,Adjective
leaner,3.24,5,Adjective
lengthy,3.24,37,Adjective
mangy,3.24,81,Adjective
mute,3.24,127,Adjective
rubbery,3.24,9,Adjective
shimmery,3.24,4,Adjective
westernmost,3.24,1,Adjective
audible,3.23,36,Adjective
clawless,3.23,2,Adjective
crinkly,3.23,4,Adjective
fiery,3.23,103,Adjective
malformed,3.23,7,Adjective
northwesterly,3.23,4,Adjective
sooty,3.23,5,Adjective
sore,3.23,765,Adjective
spiced,3.23,14,Adjective
starchy,3.23,11,Adjective
superheated,3.23,7,Adjective
ugly,3.23,2150,Adjective
uncombed,3.23,4,Adjective
unsaddled,3.23,2,Adjective
vending,3.23,110,Adjective
chipper,3.22,66,Adjective
eastbound,3.22,40,Adjective
saucy,3.22,62,Adjective
small,3.22,6373,Adjective
ticklish,3.22,58,Adjective
ultraviolet,3.22,32,Adjective
urinary,3.22,20,Adjective
vaulted,3.22,8,Adjective
veiled,3.22,27,Adjective
widowed,3.22,29,Adjective
asymmetrical,3.21,6,Adjective
bare,3.21,425,Adjective
chiller,3.21,3,Adjective
closetful,3.21,3,Adjective
colic,3.21,26,Adjective
combustible,3.21,18,Adjective
disabled,3.21,177,Adjective
due,3.21,2275,Adjective
gastric,3.21,42,Adjective
gastrointestinal,3.21,9,Adjective
geographic,3.21,67,Adjective
intercontinental,3.21,6,Adjective
itchy,3.21,116,Adjective
limber,3.21,42,Adjective
massive,3.21,508,Adjective
northeasterly,3.21,1,Adjective
oxidized,3.21,12,Adjective
pancreatic,3.21,19,Adjective
panoramic,3.21,2,Adjective
parched,3.21,58,Adjective
patchy,3.21,9,Adjective
penile,3.21,27,Adjective
schematic,3.21,58,Adjective
thermal,3.21,112,Adjective
transcontinental,3.21,16,Adjective
unclean,3.21,65,Adjective
uncompleted,3.21,4,Adjective
uneaten,3.21,8,Adjective
ungraded,3.21,3,Adjective
unstained,3.21,3,Adjective
withering,3.21,21,Adjective
barren,3.2,75,Adjective
boxy,3.2,9,Adjective
cardiovascular,3.2,17,Adjective
close,3.2,11191,Adjective
exothermal,3.2,1,Adjective
graphic,3.2,119,Adjective
molten,3.2,59,Adjective
phosphoric,3.2,1,Adjective
stinking,3.2,473,Adjective
unclosed,3.2,1,Adjective
vinegary,3.2,3,Adjective
wispy,3.2,5,Adjective
wordy,3.2,8,Adjective
barefaced,3.19,4,Adjective
beefy,3.19,16,Adjective
bridgeless,3.19,1,Adjective
catchable,3.19,3,Adjective
chewy,3.19,35,Adjective
citric,3.19,2,Adjective
corporeal,3.19,25,Adjective
crumbly,3.19,6,Adjective
curried,3.19,3,Adjective
fatal,3.19,362,Adjective
fatter,3.19,72,Adjective
fibrous,3.19,13,Adjective
flimsy,3.19,42,Adjective
garlicky,3.19,2,Adjective
intravenous,3.19,32,Adjective
older,3.19,2135,Adjective
oozy,3.19,2,Adjective
ornate,3.19,10,Adjective
rasping,3.19,3,Adjective
socialist,3.19,65,Adjective
uncrushable,3.19,1,Adjective
accelerated,3.18,49,Adjective
bouncy,3.18,91,Adjective
incumbent,3.18,34,Adjective
interlocking,3.18,11,Adjective
loose,3.18,2131,Adjective
orphaned,3.18,20,Adjective
polar,3.18,135,Adjective
quadruple,3.18,39,Adjective
scrotal,3.18,2,Adjective
seasick,3.18,70,Adjective
southbound,3.18,40,Adjective
tiered,3.18,1,Adjective
toothy,3.18,5,Adjective
transparent,3.18,92,Adjective
zesty,3.18,8,Adjective
antibacterial,3.17,17,Adjective
antiviral,3.17,1,Adjective
blinding,3.17,75,Adjective
decrepit,3.17,25,Adjective
gargantuan,3.17,18,Adjective
grizzly,3.17,95,Adjective
inactive,3.17,34,Adjective
jittery,3.17,21,Adjective
mechanical,3.17,250,Adjective
metalloid,3.17,1,Adjective
movable,3.17,15,Adjective
petrified,3.17,88,Adjective
saturated,3.17,43,Adjective
scented,3.17,46,Adjective
shatterproof,3.17,7,Adjective
teeny,3.17,128,Adjective
threadlike,3.17,1,Adjective
twinkly,3.17,7,Adjective
unwired,3.17,1,Adjective
vascular,3.17,86,Adjective
yearly,3.17,45,Adjective
bristly,3.16,1,Adjective
crystalline,3.16,16,Adjective
current,3.16,869,Adjective
downward,3.16,60,Adjective
grainy,3.16,10,Adjective
parallel,3.16,224,Adjective
polychromatic,3.16,1,Adjective
tropic,3.16,36,Adjective
unclasped,3.16,1,Adjective
young,3.16,12402,Adjective
assorted,3.15,49,Adjective
bloodless,3.15,4,Adjective
colorless,3.15,13,Adjective
crested,3.15,5,Adjective
daily,3.15,797,Adjective
fisted,3.15,1,Adjective
hazy,3.15,41,Adjective
narrower,3.15,11,Adjective
nonporous,3.15,3,Adjective
oblique,3.15,23,Adjective
paramilitary,3.15,20,Adjective
sappy,3.15,43,Adjective
seagoing,3.15,11,Adjective
soviet,3.15,360,Adjective
tanning,3.15,64,Adjective
topographical,3.15,4,Adjective
translucent,3.15,13,Adjective
unfrozen,3.15,9,Adjective
unfurnished,3.15,4,Adjective
unwashed,3.15,18,Adjective
weaponless,3.15,3,Adjective
wobbly,3.15,37,Adjective
acrobatic,3.14,12,Adjective
aerobic,3.14,9,Adjective
alive,3.14,7878,Adjective
architectural,3.14,65,Adjective
bracing,3.14,23,Adjective
dense,3.14,108,Adjective
endoscopic,3.14,4,Adjective
inflamed,3.14,33,Adjective
ingrown,3.14,17,Adjective
lumbering,3.14,12,Adjective
metric,3.14,25,Adjective
microelectronic,3.14,2,Adjective
radioactive,3.14,163,Adjective
reversible,3.14,15,Adjective
rotary,3.14,27,Adjective
royal,3.14,1185,Adjective
scrawny,3.14,80,Adjective
segmented,3.14,1,Adjective
sour,3.14,297,Adjective
strong,3.14,4430,Adjective
tidal,3.14,53,Adjective
underage,3.14,111,Adjective
viselike,3.14,1,Adjective
wedded,3.14,164,Adjective
wee,3.14,434,Adjective
womanlike,3.14,1,Adjective
wormy,3.14,11,Adjective
craggy,3.13,2,Adjective
expensive,3.13,1425,Adjective
northern,3.13,362,Adjective
sopping,3.13,11,Adjective
toxic,3.13,250,Adjective
unraveled,3.13,12,Adjective
aboriginal,3.12,9,Adjective
ashen,3.12,9,Adjective
blank,3.12,495,Adjective
braised,3.12,11,Adjective
colorable,3.12,4,Adjective
endoplasmic,3.12,3,Adjective
golden,3.12,1187,Adjective
grappling,3.12,29,Adjective
gusty,3.12,5,Adjective
holey,3.12,6,Adjective
hypothermic,3.12,15,Adjective
inflammable,3.12,13,Adjective
lanky,3.12,22,Adjective
luminous,3.12,39,Adjective
ruffled,3.12,24,Adjective
runny,3.12,65,Adjective
sleeker,3.12,3,Adjective
suborbital,3.12,1,Adjective
trenched,3.12,2,Adjective
unmixed,3.12,1,Adjective
venetian,3.12,36,Adjective
biodegradable,3.11,10,Adjective
biological,3.11,300,Adjective
cellular,3.11,145,Adjective
chronological,3.11,17,Adjective
eastern,3.11,414,Adjective
eatable,3.11,3,Adjective
epicenter,3.11,16,Adjective
exfoliating,3.11,6,Adjective
gangly,3.11,14,Adjective
holographic,3.11,53,Adjective
neuropsychological,3.11,1,Adjective
neurosurgical,3.11,1,Adjective
neuter,3.11,40,Adjective
orbital,3.11,64,Adjective
spiny,3.11,7,Adjective
splotchy,3.11,1,Adjective
tiny,3.11,1643,Adjective
uncut,3.11,40,Adjective
weatherproof,3.11,2,Adjective
abbreviated,3.1,16,Adjective
absorbent,3.1,8,Adjective
cancerous,3.1,13,Adjective
collapsible,3.1,13,Adjective
compacted,3.1,3,Adjective
epileptic,3.1,61,Adjective
greenish,3.1,8,Adjective
hazardous,3.1,94,Adjective
layered,3.1,11,Adjective
numb,3.1,249,Adjective
ragged,3.1,80,Adjective
retractable,3.1,9,Adjective
rhythmic,3.1,52,Adjective
simmering,3.1,11,Adjective
thrusting,3.1,15,Adjective
violent,3.1,850,Adjective
woozy,3.1,43,Adjective
molecular,3.09,134,Adjective
analogue,3.08,5,Adjective
biracial,3.08,9,Adjective
coed,3.08,30,Adjective
comfy,3.08,115,Adjective
computerized,3.08,35,Adjective
dental,3.08,315,Adjective
homecoming,3.08,285,Adjective
horseless,3.08,9,Adjective
itemized,3.08,12,Adjective
mismatched,3.08,11,Adjective
motherless,3.08,29,Adjective
murky,3.08,31,Adjective
nitrous,3.08,35,Adjective
nonaligned,3.08,1,Adjective
porky,3.08,30,Adjective
postnatal,3.08,3,Adjective
sculptural,3.08,4,Adjective
stereophonic,3.08,5,Adjective
thunderous,3.08,14,Adjective
visible,3.08,253,Adjective
woodsy,3.08,13,Adjective
alphabetical,3.07,44,Adjective
anatomical,3.07,16,Adjective
angular,3.07,7,Adjective
auditory,3.07,27,Adjective
biggest,3.07,2085,Adjective
blunt,3.07,250,Adjective
childless,3.07,30,Adjective
clean,3.07,6183,Adjective
connectible,3.07,1,Adjective
downloadable,3.07,1,Adjective
dual,3.07,57,Adjective
endocrine,3.07,7,Adjective
formfitting,3.07,1,Adjective
grating,3.07,16,Adjective
harmonic,3.07,11,Adjective
hefty,3.07,62,Adjective
hoarse,3.07,25,Adjective
inflatable,3.07,37,Adjective
junky,3.07,23,Adjective
kosher,3.07,137,Adjective
medical,3.07,2774,Adjective
multistory,3.07,1,Adjective
musty,3.07,25,Adjective
numeric,3.07,1,Adjective
numerical,3.07,20,Adjective
peripheral,3.07,49,Adjective
perky,3.07,85,Adjective
pinkish,3.07,4,Adjective
postal,3.07,96,Adjective
raging,3.07,165,Adjective
rapid,3.07,223,Adjective
sad,3.07,3232,Adjective
scenic,3.07,53,Adjective
scruffy,3.07,28,Adjective
secluded,3.07,52,Adjective
seismic,3.07,31,Adjective
smelly,3.07,211,Adjective
squeaky,3.07,101,Adjective
stagnant,3.07,14,Adjective
stretchy,3.07,19,Adjective
sunshiny,3.07,11,Adjective
tubby,3.07,31,Adjective
twisty,3.07,12,Adjective
uneven,3.07,39,Adjective
unorganized,3.07,5,Adjective
untidy,3.07,21,Adjective
weathered,3.07,17,Adjective
wholesale,3.07,85,Adjective
wide,3.06,1214,Adjective
telegraphic,3.05,1,Adjective
animate,3.04,3,Adjective
aromatic,3.04,14,Adjective
askew,3.04,14,Adjective
baptismal,3.04,6,Adjective
battered,3.04,57,Adjective
breathable,3.04,14,Adjective
broadband,3.04,16,Adjective
burly,3.04,17,Adjective
containable,3.04,4,Adjective
detachable,3.04,9,Adjective
emptier,3.04,7,Adjective
encyclopedic,3.04,6,Adjective
erosive,3.04,1,Adjective
firmer,3.04,15,Adjective
gaunt,3.04,8,Adjective
glacial,3.04,6,Adjective
grubby,3.04,29,Adjective
heathen,3.04,81,Adjective
homeless,3.04,543,Adjective
housebroken,3.04,29,Adjective
lethal,3.04,289,Adjective
lipid,3.04,3,Adjective
local,3.04,2128,Adjective
microbiological,3.04,1,Adjective
muffled,3.04,157,Adjective
narcoleptic,3.04,7,Adjective
narrow,3.04,358,Adjective
neighboring,3.04,38,Adjective
papery,3.04,4,Adjective
preadolescent,3.04,4,Adjective
purebred,3.04,18,Adjective
pyramidal,3.04,5,Adjective
quarterfinal,3.04,7,Adjective
recyclable,3.04,5,Adjective
reverberating,3.04,7,Adjective
seafaring,3.04,10,Adjective
silvery,3.04,25,Adjective
squashy,3.04,2,Adjective
submersible,3.04,31,Adjective
swift,3.04,197,Adjective
tactile,3.04,18,Adjective
terrestrial,3.04,11,Adjective
tightfisted,3.04,3,Adjective
unblinking,3.04,3,Adjective
unworn,3.04,1,Adjective
abrasive,3.03,23,Adjective
breakable,3.03,8,Adjective
clammy,3.03,30,Adjective
ducky,3.03,100,Adjective
durable,3.03,18,Adjective
flyable,3.03,3,Adjective
globetrotting,3.03,1,Adjective
initial,3.03,325,Adjective
inseparable,3.03,51,Adjective
lawless,3.03,22,Adjective
lifeless,3.03,64,Adjective
microwavable,3.03,4,Adjective
native,3.03,421,Adjective
raspy,3.03,8,Adjective
tidy,3.03,189,Adjective
transportable,3.03,2,Adjective
unescorted,3.03,17,Adjective
unventilated,3.03,1,Adjective
utter,3.03,257,Adjective
airless,3.0,5,Adjective
anaphylactic,3.0,27,Adjective
arctic,3.0,100,Adjective
binary,3.0,38,Adjective
biomechanical,3.0,5,Adjective
bootless,3.0,3,Adjective
bulky,3.0,26,Adjective
chirpy,3.0,5,Adjective
coned,3.0,1,Adjective
coronary,3.0,101,Adjective
countable,3.0,10,Adjective
creamed,3.0,82,Adjective
darn,3.0,709,Adjective
faceless,3.0,37,Adjective
galvanized,3.0,14,Adjective
geometrical,3.0,6,Adjective
heterosexual,3.0,88,Adjective
hydroponic,3.0,12,Adjective
incandescent,3.0,17,Adjective
industrial,3.0,233,Adjective
jutting,3.0,5,Adjective
misshapen,3.0,15,Adjective
motionless,3.0,17,Adjective
mucky,3.0,9,Adjective
nearest,3.0,382,Adjective
outsize,3.0,1,Adjective
penetrating,3.0,59,Adjective
queasy,3.0,58,Adjective
scary,3.0,1336,Adjective
sleek,3.0,43,Adjective
smokeless,3.0,4,Adjective
smoother,3.0,49,Adjective
squiggly,3.0,16,Adjective
squishier,3.0,1,Adjective
synthetic,3.0,128,Adjective
talkative,3.0,46,Adjective
teensy,3.0,24,Adjective
tired,3.0,5745,Adjective
transoceanic,3.0,2,Adjective
treelike,3.0,1,Adjective
unanchored,3.0,1,Adjective
unblemished,3.0,11,Adjective
unpainted,3.0,6,Adjective
unrepaired,3.0,1,Adjective
unruffled,3.0,2,Adjective
unscented,3.0,3,Adjective
varied,3.0,41,Adjective
watertight,3.0,19,Adjective
weary,3.0,212,Adjective
audiovisual,2.97,11,Adjective
budding,2.97,33,Adjective
comical,2.97,42,Adjective
cubic,2.97,44,Adjective
drafty,2.97,32,Adjective
eggless,2.97,2,Adjective
glitzy,2.97,5,Adjective
graphical,2.97,2,Adjective
gritty,2.97,23,Adjective
nuclear,2.97,968,Adjective
psychedelic,2.97,40,Adjective
rancid,2.97,25,Adjective
reflective,2.97,31,Adjective
senior,2.97,1339,Adjective
shitfaced,2.97,21,Adjective
sick,2.97,8437,Adjective
undernourished,2.97,6,Adjective
undigested,2.97,9,Adjective
abovementioned,2.96,1,Adjective
achy,2.96,23,Adjective
aeronautical,2.96,12,Adjective
alphanumeric,2.96,5,Adjective
animated,2.96,61,Adjective
arid,2.96,16,Adjective
asthmatic,2.96,20,Adjective
biologic,2.96,7,Adjective
bulimic,2.96,29,Adjective
chiropractic,2.96,9,Adjective
choral,2.96,11,Adjective
contoured,2.96,4,Adjective
coppery,2.96,2,Adjective
corrupter,2.96,2,Adjective
cosmetic,2.96,92,Adjective
culinary,2.96,61,Adjective
easternmost,2.96,1,Adjective
ferocious,2.96,79,Adjective
fertile,2.96,80,Adjective
filmy,2.96,4,Adjective
fishy,2.96,143,Adjective
glaring,2.96,22,Adjective
gross,2.96,779,Adjective
homogenous,2.96,2,Adjective
inboard,2.96,10,Adjective
intercollegiate,2.96,4,Adjective
kickable,2.96,1,Adjective
monetary,2.96,52,Adjective
palatable,2.96,13,Adjective
plush,2.96,28,Adjective
pretrial,2.96,12,Adjective
purplish,2.96,1,Adjective
redial,2.96,13,Adjective
schizophrenic,2.96,117,Adjective
seasonal,2.96,50,Adjective
sedate,2.96,64,Adjective
shady,2.96,120,Adjective
spotty,2.96,32,Adjective
stenographic,2.96,2,Adjective
unconfined,2.96,2,Adjective
uncontaminated,2.96,3,Adjective
unexpired,2.96,1,Adjective
unheated,2.96,1,Adjective
unpopulated,2.96,3,Adjective
viral,2.96,45,Adjective
visual,2.96,586,Adjective
diuretic,2.95,9,Adjective
horticultural,2.95,6,Adjective
steeper,2.95,7,Adjective
adjoining,2.93,57,Adjective
artificial,2.93,246,Adjective
atomic,2.93,249,Adjective
bitter,2.93,568,Adjective
blistering,2.93,24,Adjective
blunted,2.93,7,Adjective
catholic,2.93,636,Adjective
clerical,2.93,50,Adjective
condensed,2.93,20,Adjective
distilled,2.93,32,Adjective
fidgety,2.93,18,Adjective
flaky,2.93,45,Adjective
geriatric,2.93,27,Adjective
global,2.93,321,Adjective
gynecological,2.93,1,Adjective
higher,2.93,1420,Adjective
hysteric,2.93,9,Adjective
interracial,2.93,13,Adjective
invitational,2.93,5,Adjective
lemony,2.93,6,Adjective
luxurious,2.93,57,Adjective
measurable,2.93,6,Adjective
mercantile,2.93,12,Adjective
mobile,2.93,381,Adjective
northwestern,2.93,82,Adjective
oversized,2.93,47,Adjective
packable,2.93,1,Adjective
perennial,2.93,15,Adjective
radial,2.93,25,Adjective
sanitary,2.93,44,Adjective
semifinal,2.93,14,Adjective
shrunken,2.93,29,Adjective
sluggish,2.93,40,Adjective
snoopy,2.93,52,Adjective
speedy,2.93,100,Adjective
sporting,2.93,159,Adjective
towering,2.93,32,Adjective
unblocked,2.93,3,Adjective
uncluttered,2.93,4,Adjective
undecorated,2.93,1,Adjective
vocal,2.93,151,Adjective
whirly,2.93,1,Adjective
ambulatory,2.92,12,Adjective
anticorrosive,2.92,1,Adjective
astronomical,2.92,37,Adjective
brushless,2.92,1,Adjective
catatonic,2.92,40,Adjective
choppy,2.92,13,Adjective
cinematic,2.92,26,Adjective
extramarital,2.92,15,Adjective
geographical,2.92,31,Adjective
idler,2.92,7,Adjective
illiterate,2.92,50,Adjective
northerly,2.92,3,Adjective
parabolic,2.92,13,Adjective
paring,2.92,6,Adjective
postwar,2.92,15,Adjective
retail,2.92,118,Adjective
righty,2.92,170,Adjective
shadowy,2.92,86,Adjective
slugfest,2.92,3,Adjective
stalwart,2.92,22,Adjective
topmost,2.92,3,Adjective
topographic,2.92,1,Adjective
truant,2.92,18,Adjective
unattended,2.92,51,Adjective
wanton,2.92,42,Adjective
yellowy,2.92,2,Adjective
climatic,2.91,7,Adjective
coital,2.91,5,Adjective
nippy,2.91,48,Adjective
rheumatoid,2.91,7,Adjective
uncoupled,2.91,3,Adjective
atmospheric,2.9,47,Adjective
electromagnetic,2.9,96,Adjective
enormous,2.9,526,Adjective
erasable,2.9,1,Adjective
halting,2.9,7,Adjective
homemade,2.9,146,Adjective
hulking,2.9,8,Adjective
hungry,2.9,3931,Adjective
illegible,2.9,9,Adjective
lymphatic,2.9,14,Adjective
mathematical,2.9,81,Adjective
photographic,2.9,97,Adjective
pungent,2.9,20,Adjective
rabid,2.9,70,Adjective
symmetric,2.9,5,Adjective
unscreened,2.9,1,Adjective
unseasoned,2.9,1,Adjective
youthful,2.9,79,Adjective
amnesiac,2.89,2,Adjective
annoyed,2.89,175,Adjective
autistic,2.89,58,Adjective
blustery,2.89,11,Adjective
capitalist,2.89,78,Adjective
cheesy,2.89,133,Adjective
compressed,2.89,46,Adjective
contorted,2.89,5,Adjective
deliverable,2.89,1,Adjective
gassy,2.89,22,Adjective
healthful,2.89,10,Adjective
instrumental,2.89,78,Adjective
jobless,2.89,17,Adjective
loudmouthed,2.89,11,Adjective
metropolitan,2.89,76,Adjective
mini,2.89,184,Adjective
monosyllable,2.89,2,Adjective
ocular,2.89,21,Adjective
overinflated,2.89,4,Adjective
pharmaceutical,2.89,104,Adjective
pilotless,2.89,1,Adjective
planetary,2.89,55,Adjective
quick,2.89,5542,Adjective
semiformal,2.89,4,Adjective
snakelike,2.89,1,Adjective
starving,2.89,865,Adjective
surgical,2.89,409,Adjective
underfed,2.89,4,Adjective
uneatable,2.89,1,Adjective
uprooted,2.89,14,Adjective
voluptuous,2.89,38,Adjective
aerodynamic,2.88,22,Adjective
aging,2.88,131,Adjective
brawny,2.88,9,Adjective
collectible,2.88,10,Adjective
credential,2.88,5,Adjective
domesticated,2.88,28,Adjective
druggy,2.88,4,Adjective
flourless,2.88,1,Adjective
fruited,2.88,7,Adjective
hypoallergenic,2.88,8,Adjective
impermeable,2.88,5,Adjective
prenatal,2.88,31,Adjective
squatty,2.88,2,Adjective
transatlantic,2.88,32,Adjective
ventricular,2.88,16,Adjective
horny,2.87,428,Adjective
rustproof,2.87,1,Adjective
sedimentary,2.87,4,Adjective
shoddy,2.87,37,Adjective
alone,2.86,15735,Adjective
apelike,2.86,2,Adjective
celestial,2.86,55,Adjective
climbable,2.86,1,Adjective
collectable,2.86,3,Adjective
conquering,2.86,54,Adjective
delighted,2.86,660,Adjective
flashy,2.86,97,Adjective
fragile,2.86,262,Adjective
grimy,2.86,26,Adjective
homesick,2.86,123,Adjective
immobile,2.86,25,Adjective
