Word,Concreteness,Frequency,Dom_Pos
priceless,1.79,212,Adjective
proficient,1.79,29,Adjective
provincial,1.79,47,Adjective
questionable,1.79,117,Adjective
renewed,1.79,78,Adjective
respective,1.79,41,Adjective
retroactive,1.79,20,Adjective
ridiculous,1.79,2836,Adjective
sane,1.79,281,Adjective
sobering,1.79,19,Adjective
spiritual,1.79,453,Adjective
splendid,1.79,595,Adjective
suggestible,1.79,8,Adjective
supersensory,1.79,1,Adjective
treasonable,1.79,6,Adjective
unaccustomed,1.79,10,Adjective
undemanding,1.79,6,Adjective
undoubted,1.79,2,Adjective
unexplained,1.79,79,Adjective
unexplored,1.79,23,Adjective
unintentional,1.79,21,Adjective
unlucky,1.79,210,Adjective
unpremeditated,1.79,7,Adjective
unpronounceable,1.79,4,Adjective
unreasoning,1.79,4,Adjective
unrecoverable,1.79,3,Adjective
unrelieved,1.79,1,Adjective
whorish,1.79,5,Adjective
annual,1.78,367,Adjective
apt,1.78,89,Adjective
attentive,1.78,66,Adjective
awed,1.78,6,Adjective
careless,1.78,251,Adjective
contemplative,1.78,5,Adjective
contentious,1.78,9,Adjective
deceptive,1.78,26,Adjective
deliberate,1.78,145,Adjective
deplorable,1.78,47,Adjective
discernible,1.78,9,Adjective
dispassionate,1.78,7,Adjective
ditsy,1.78,3,Adjective
evolutionary,1.78,60,Adjective
exquisite,1.78,213,Adjective
fantastic,1.78,2029,Adjective
forgiving,1.78,127,Adjective
galore,1.78,37,Adjective
grateful,1.78,1355,Adjective
gullible,1.78,64,Adjective
honorable,1.78,369,Adjective
overwhelming,1.78,251,Adjective
parliamentary,1.78,12,Adjective
phenomenal,1.78,118,Adjective
prideful,1.78,5,Adjective
proper,1.78,1289,Adjective
reasonable,1.78,946,Adjective
releasable,1.78,1,Adjective
sacrilegious,1.78,20,Adjective
swoony,1.78,1,Adjective
unaccountable,1.78,3,Adjective
unalterable,1.78,5,Adjective
unfortunate,1.78,604,Adjective
unspent,1.78,1,Adjective
untranslatable,1.78,3,Adjective
useless,1.78,1017,Adjective
victimless,1.78,19,Adjective
abridged,1.77,9,Adjective
ambassadorial,1.77,2,Adjective
astrophysical,1.77,1,Adjective
beneficial,1.77,40,Adjective
charismatic,1.77,41,Adjective
cosmological,1.77,4,Adjective
gainful,1.77,6,Adjective
grueling,1.77,34,Adjective
inopportune,1.77,13,Adjective
insane,1.77,1973,Adjective
insightful,1.77,50,Adjective
irreverent,1.77,7,Adjective
newish,1.77,5,Adjective
paranoid,1.77,543,Adjective
plausible,1.77,83,Adjective
prudent,1.77,82,Adjective
referential,1.77,3,Adjective
sacred,1.77,715,Adjective
snazzy,1.77,31,Adjective
sympathetic,1.77,194,Adjective
unable,1.77,523,Adjective
unaffected,1.77,22,Adjective
unassailable,1.77,4,Adjective
unconditional,1.77,47,Adjective
underprepared,1.77,3,Adjective
undeterred,1.77,4,Adjective
unsung,1.77,13,Adjective
unwarrantable,1.77,1,Adjective
beatable,1.76,2,Adjective
bewildering,1.76,11,Adjective
conspiratorial,1.76,6,Adjective
counterintuitive,1.76,3,Adjective
egotistical,1.76,35,Adjective
envious,1.76,64,Adjective
eternal,1.76,547,Adjective
forlorn,1.76,21,Adjective
formidable,1.76,87,Adjective
genocidal,1.76,9,Adjective
glorified,1.76,62,Adjective
helpful,1.76,619,Adjective
homicidal,1.76,103,Adjective
impertinent,1.76,55,Adjective
indecipherable,1.76,5,Adjective
infamous,1.76,114,Adjective
insincere,1.76,16,Adjective
interdepartmental,1.76,2,Adjective
learnable,1.76,1,Adjective
likely,1.76,1314,Adjective
lucky,1.76,7316,Adjective
misleading,1.76,43,Adjective
optimal,1.76,15,Adjective
optimum,1.76,33,Adjective
overall,1.76,164,Adjective
reluctant,1.76,128,Adjective
special,1.76,7577,Adjective
surrealistic,1.76,11,Adjective
traditional,1.76,415,Adjective
trustful,1.76,5,Adjective
uncomprehending,1.76,1,Adjective
underwhelmed,1.76,5,Adjective
unpretentious,1.76,9,Adjective
unrivaled,1.76,5,Adjective
unselfconscious,1.76,1,Adjective
untold,1.76,62,Adjective
untruthful,1.76,5,Adjective
anarchic,1.75,2,Adjective
bighearted,1.75,5,Adjective
captivating,1.75,8,Adjective
correlative,1.75,1,Adjective
curious,1.75,1337,Adjective
discriminatory,1.75,8,Adjective
discussable,1.75,1,Adjective
disquieting,1.75,6,Adjective
distinguishing,1.75,28,Adjective
gutless,1.75,53,Adjective
honorary,1.75,77,Adjective
indicative,1.75,28,Adjective
indisposed,1.75,56,Adjective
insufficient,1.75,54,Adjective
meditative,1.75,11,Adjective
nominative,1.75,1,Adjective
outstanding,1.75,380,Adjective
passionless,1.75,3,Adjective
perceptual,1.75,4,Adjective
saintly,1.75,17,Adjective
smart,1.75,4909,Adjective
statutory,1.75,47,Adjective
stupid,1.75,9405,Adjective
unaware,1.75,120,Adjective
unceremonious,1.75,6,Adjective
undefiled,1.75,2,Adjective
unfazed,1.75,3,Adjective
unsavory,1.75,39,Adjective
unsearchable,1.75,1,Adjective
verifiable,1.75,6,Adjective
wiser,1.75,132,Adjective
amicable,1.74,13,Adjective
ashamed,1.74,1396,Adjective
autocratic,1.74,4,Adjective
broadminded,1.74,3,Adjective
causable,1.74,1,Adjective
comparative,1.74,41,Adjective
democratic,1.74,181,Adjective
disaffected,1.74,7,Adjective
effectual,1.74,3,Adjective
finite,1.74,33,Adjective
hapless,1.74,20,Adjective
imaginary,1.74,222,Adjective
incidental,1.74,28,Adjective
inept,1.74,43,Adjective
inscrutable,1.74,24,Adjective
instructive,1.74,22,Adjective
metaphorical,1.74,14,Adjective
motherfucking,1.74,476,Adjective
nonnegotiable,1.74,16,Adjective
sorrowful,1.74,20,Adjective
teachable,1.74,2,Adjective
temperamental,1.74,41,Adjective
undiagnosed,1.74,7,Adjective
uneventful,1.74,40,Adjective
unexcused,1.74,5,Adjective
unreasoned,1.74,1,Adjective
unrelated,1.74,54,Adjective
unsound,1.74,23,Adjective
venerable,1.74,14,Adjective
voracious,1.74,17,Adjective
accommodative,1.73,1,Adjective
apparent,1.73,215,Adjective
cultish,1.73,1,Adjective
desperate,1.73,1310,Adjective
doubtful,1.73,83,Adjective
erratic,1.73,85,Adjective
existential,1.73,37,Adjective
humble,1.73,500,Adjective
humorless,1.73,10,Adjective
idyllic,1.73,23,Adjective
imperceptible,1.73,3,Adjective
impetuous,1.73,58,Adjective
inconsiderable,1.73,1,Adjective
incorporeal,1.73,1,Adjective
innate,1.73,39,Adjective
insolent,1.73,61,Adjective
nifty,1.73,71,Adjective
overeager,1.73,10,Adjective
quasi,1.73,24,Adjective
spontaneous,1.73,213,Adjective
sure,1.73,56091,Adjective
unacceptable,1.73,271,Adjective
unassisted,1.73,11,Adjective
unattainable,1.73,25,Adjective
unbeatable,1.73,40,Adjective
unconvinced,1.73,8,Adjective
undisclosed,1.73,11,Adjective
unessential,1.73,2,Adjective
uninterested,1.73,5,Adjective
unmistakable,1.73,45,Adjective
unproven,1.73,11,Adjective
unsubstantial,1.73,1,Adjective
unsuspecting,1.73,53,Adjective
avid,1.72,25,Adjective
baffling,1.72,15,Adjective
capitalistic,1.72,15,Adjective
consenting,1.72,24,Adjective
controllable,1.72,8,Adjective
countless,1.72,121,Adjective
covert,1.72,148,Adjective
credible,1.72,84,Adjective
denominational,1.72,1,Adjective
disadvantageous,1.72,1,Adjective
egoistic,1.72,1,Adjective
generalized,1.72,4,Adjective
humbling,1.72,13,Adjective
insidious,1.72,45,Adjective
insistent,1.72,43,Adjective
insurmountable,1.72,14,Adjective
neoclassical,1.72,4,Adjective
obtrusive,1.72,2,Adjective
peerless,1.72,18,Adjective
phenomenological,1.72,2,Adjective
pitiable,1.72,7,Adjective
prudish,1.72,4,Adjective
relevant,1.72,286,Adjective
retrospective,1.72,15,Adjective
rudimentary,1.72,34,Adjective
sainted,1.72,31,Adjective
sensational,1.72,205,Adjective
submissive,1.72,45,Adjective
subtle,1.72,354,Adjective
transactional,1.72,1,Adjective
unadvised,1.72,2,Adjective
uncontrolled,1.72,15,Adjective
undetectable,1.72,29,Adjective
unladylike,1.72,8,Adjective
unneeded,1.72,3,Adjective
unprovoked,1.72,24,Adjective
unquestioned,1.72,13,Adjective
untamable,1.72,4,Adjective
akin,1.71,14,Adjective
astounded,1.71,12,Adjective
daring,1.71,214,Adjective
determinate,1.71,1,Adjective
dissociative,1.71,29,Adjective
explanatory,1.71,2,Adjective
fallacious,1.71,1,Adjective
goodhearted,1.71,3,Adjective
heinous,1.71,82,Adjective
indignant,1.71,23,Adjective
limitless,1.71,36,Adjective
lowly,1.71,87,Adjective
luxuriant,1.71,3,Adjective
magnanimous,1.71,13,Adjective
moot,1.71,60,Adjective
poetical,1.71,2,Adjective
shameful,1.71,98,Adjective
traitorous,1.71,24,Adjective
undemonstrative,1.71,1,Adjective
unperceptive,1.71,1,Adjective
untroubled,1.71,4,Adjective
affable,1.7,6,Adjective
antimilitary,1.7,1,Adjective
coincidental,1.7,42,Adjective
curative,1.7,11,Adjective
dismissible,1.7,1,Adjective
egomaniacal,1.7,9,Adjective
empathic,1.7,11,Adjective
exclusionary,1.7,2,Adjective
faithless,1.7,27,Adjective
fundable,1.7,1,Adjective
groundless,1.7,12,Adjective
hopeful,1.7,152,Adjective
infatuated,1.7,37,Adjective
inferior,1.7,156,Adjective
infrequent,1.7,5,Adjective
interpretive,1.7,21,Adjective
involuntary,1.7,52,Adjective
momentous,1.7,36,Adjective
nonessential,1.7,3,Adjective
nonspecific,1.7,5,Adjective
odd,1.7,1226,Adjective
rapturous,1.7,3,Adjective
remorseless,1.7,5,Adjective
skeptical,1.7,75,Adjective
TRUE,1.7,0,Adjective
ultimate,1.7,460,Adjective
unaltered,1.7,7,Adjective
unappetizing,1.7,3,Adjective
uncivil,1.7,3,Adjective
uncountable,1.7,1,Adjective
unlovable,1.7,5,Adjective
unrewarded,1.7,7,Adjective
anticipatory,1.69,6,Adjective
atrocious,1.69,35,Adjective
beholden,1.69,31,Adjective
bygone,1.69,13,Adjective
conceivable,1.69,61,Adjective
contemptuous,1.69,12,Adjective
demented,1.69,91,Adjective
diligent,1.69,40,Adjective
discernable,1.69,2,Adjective
foolhardy,1.69,21,Adjective
godly,1.69,15,Adjective
gutsy,1.69,34,Adjective
impersonal,1.69,44,Adjective
improper,1.69,57,Adjective
inexpressible,1.69,3,Adjective
intrinsic,1.69,10,Adjective
lackadaisical,1.69,4,Adjective
loyal,1.69,612,Adjective
lucrative,1.69,66,Adjective
misanthropic,1.69,5,Adjective
moral,1.69,689,Adjective
nontraditional,1.69,1,Adjective
perfect,1.69,8091,Adjective
precarious,1.69,20,Adjective
relent,1.69,13,Adjective
responsible,1.69,2298,Adjective
senseless,1.69,131,Adjective
thankful,1.69,274,Adjective
unaccommodating,1.69,2,Adjective
unavailing,1.69,3,Adjective
unbelieving,1.69,5,Adjective
undisputable,1.69,1,Adjective
unembarrassed,1.69,2,Adjective
unreligious,1.69,1,Adjective
unstudied,1.69,1,Adjective
unwise,1.69,48,Adjective
anxious,1.68,719,Adjective
astonishing,1.68,87,Adjective
authoritative,1.68,10,Adjective
bad,1.68,27804,Adjective
certain,1.68,4354,Adjective
coldhearted,1.68,5,Adjective
delusional,1.68,142,Adjective
disinclined,1.68,3,Adjective
erroneous,1.68,27,Adjective
fond,1.68,629,Adjective
groovy,1.68,193,Adjective
iffy,1.68,26,Adjective
impish,1.68,5,Adjective
indistinct,1.68,252,Adjective
ironical,1.68,6,Adjective
irreproachable,1.68,2,Adjective
libelous,1.68,3,Adjective
ludicrous,1.68,84,Adjective
neoconservative,1.68,1,Adjective
orthodox,1.68,53,Adjective
platonic,1.68,62,Adjective
precognitive,1.68,2,Adjective
preconscious,1.68,2,Adjective
promotable,1.68,3,Adjective
prophetic,1.68,21,Adjective
reacquainted,1.68,18,Adjective
reminiscent,1.68,22,Adjective
repentant,1.68,12,Adjective
resolute,1.68,31,Adjective
sentimental,1.68,359,Adjective
thoughtless,1.68,71,Adjective
unconscionable,1.68,18,Adjective
undemocratic,1.68,3,Adjective
unimpressed,1.68,16,Adjective
unpretending,1.68,1,Adjective
virtuous,1.68,88,Adjective
abject,1.67,20,Adjective
asinine,1.67,49,Adjective
atheistic,1.67,2,Adjective
blameless,1.67,21,Adjective
contending,1.67,4,Adjective
crappy,1.67,253,Adjective
dastardly,1.67,18,Adjective
extrajudicial,1.67,1,Adjective
fortuitous,1.67,20,Adjective
fractious,1.67,8,Adjective
grand,1.67,3214,Adjective
hardhearted,1.67,3,Adjective
haughty,1.67,21,Adjective
holy,1.67,3475,Adjective
hypercritical,1.67,3,Adjective
inapplicable,1.67,2,Adjective
irreplaceable,1.67,43,Adjective
legalistic,1.67,2,Adjective
liberal,1.67,203,Adjective
pensive,1.67,19,Adjective
preexisting,1.67,9,Adjective
reprehensible,1.67,29,Adjective
significant,1.67,331,Adjective
snarky,1.67,12,Adjective
spirited,1.67,62,Adjective
suppressive,1.67,4,Adjective
unappreciated,1.67,24,Adjective
unashamed,1.67,6,Adjective
undue,1.67,29,Adjective
unexcelled,1.67,1,Adjective
uninhibited,1.67,12,Adjective
unmerciful,1.67,5,Adjective
unseen,1.67,110,Adjective
woeful,1.67,7,Adjective
dominant,1.66,82,Adjective
honest,1.66,3689,Adjective
impossible,1.66,3015,Adjective
insensitive,1.66,191,Adjective
insubstantial,1.66,18,Adjective
philosophical,1.66,81,Adjective
predictive,1.66,9,Adjective
requisite,1.66,19,Adjective
stringent,1.66,6,Adjective
thorough,1.66,240,Adjective
undersexed,1.66,3,Adjective
ungenerous,1.66,8,Adjective
unparalleled,1.66,29,Adjective
unrealized,1.66,2,Adjective
unregulated,1.66,6,Adjective
adamant,1.65,50,Adjective
ascertainable,1.65,1,Adjective
guileless,1.65,3,Adjective
illustrious,1.65,72,Adjective
indefensible,1.65,9,Adjective
ingratiating,1.65,7,Adjective
monarchical,1.65,2,Adjective
negligible,1.65,20,Adjective
partisan,1.65,9,Adjective
perfective,1.65,1,Adjective
uncreated,1.65,1,Adjective
uncurious,1.65,1,Adjective
unexceptional,1.65,3,Adjective
unexciting,1.65,2,Adjective
unrivalled,1.65,5,Adjective
unsuspected,1.65,8,Adjective
absurd,1.64,495,Adjective
ardent,1.64,30,Adjective
courtly,1.64,9,Adjective
cynical,1.64,187,Adjective
disloyal,1.64,49,Adjective
exemplary,1.64,44,Adjective
expressional,1.64,1,Adjective
good,1.64,133117,Adjective
idiomatic,1.64,3,Adjective
incapable,1.64,173,Adjective
inclusive,1.64,11,Adjective
indiscriminate,1.64,9,Adjective
inherent,1.64,30,Adjective
irreconcilable,1.64,6,Adjective
oppressive,1.64,47,Adjective
pitiful,1.64,196,Adjective
ruthless,1.64,211,Adjective
transcendent,1.64,21,Adjective
transitory,1.64,12,Adjective
unavoidable,1.64,61,Adjective
unintelligent,1.64,11,Adjective
unnamable,1.64,5,Adjective
unwholesome,1.64,6,Adjective
unwished,1.64,1,Adjective
utmost,1.64,118,Adjective
audacious,1.63,26,Adjective
barbarous,1.63,11,Adjective
cognitive,1.63,34,Adjective
disimpassioned,1.63,1,Adjective
eerie,1.63,89,Adjective
gimmicky,1.63,4,Adjective
guiltless,1.63,7,Adjective
legitimate,1.63,384,Adjective
loath,1.63,5,Adjective
merciful,1.63,178,Adjective
mindless,1.63,87,Adjective
notorious,1.63,189,Adjective
overrated,1.63,135,Adjective
overt,1.63,14,Adjective
pessimistic,1.63,30,Adjective
poignant,1.63,26,Adjective
predictable,1.63,154,Adjective
presumptuous,1.63,69,Adjective
trifling,1.63,35,Adjective
uncanny,1.63,76,Adjective
unfulfilled,1.63,20,Adjective
ungrateful,1.63,235,Adjective
unsanctioned,1.63,2,Adjective
adversarial,1.62,12,Adjective
apathetic,1.62,18,Adjective
arbitrary,1.62,52,Adjective
beguiling,1.62,8,Adjective
conceited,1.62,94,Adjective
cultureless,1.62,3,Adjective
deserving,1.62,50,Adjective
disenfranchised,1.62,18,Adjective
disingenuous,1.62,7,Adjective
easier,1.62,2012,Adjective
enigmatic,1.62,11,Adjective
foreseeable,1.62,19,Adjective
ignorant,1.62,319,Adjective
meaningful,1.62,176,Adjective
mediocre,1.62,71,Adjective
nonpolitical,1.62,2,Adjective
piteous,1.62,8,Adjective
rational,1.62,256,Adjective
repressive,1.62,12,Adjective
repugnant,1.62,39,Adjective
retributive,1.62,1,Adjective
serviceable,1.62,12,Adjective
simple,1.62,4555,Adjective
spellbound,1.62,8,Adjective
superb,1.62,147,Adjective
unethical,1.62,90,Adjective
unfair,1.62,502,Adjective
unperturbed,1.62,1,Adjective
unscrupulous,1.62,29,Adjective
unvalued,1.62,1,Adjective
viable,1.62,121,Adjective
culpable,1.61,10,Adjective
distinctive,1.61,79,Adjective
freethinking,1.61,4,Adjective
godforsaken,1.61,75,Adjective
inauspicious,1.61,5,Adjective
keen,1.61,228,Adjective
nonjudgmental,1.61,1,Adjective
precautious,1.61,1,Adjective
selfless,1.61,93,Adjective
unappeased,1.61,1,Adjective
unofficial,1.61,50,Adjective
unwilling,1.61,59,Adjective
worse,1.61,5002,Adjective
best,1.6,20623,Adjective
choosy,1.6,30,Adjective
impractical,1.6,45,Adjective
interesting,1.6,4421,Adjective
presumptive,1.6,8,Adjective
rightful,1.6,119,Adjective
subversive,1.6,54,Adjective
supposed,1.6,12865,Adjective
uncritical,1.6,2,Adjective
undomesticated,1.6,3,Adjective
unexpressed,1.6,5,Adjective
unforgettable,1.6,48,Adjective
uninspiring,1.6,10,Adjective
unmissed,1.6,1,Adjective
unreasonable,1.6,194,Adjective
computational,1.59,1,Adjective
easygoing,1.59,22,Adjective
esoteric,1.59,19,Adjective
forgivable,1.59,6,Adjective
heady,1.59,20,Adjective
hopeless,1.59,456,Adjective
immoral,1.59,133,Adjective
inappropriate,1.59,338,Adjective
infinite,1.59,178,Adjective
intriguing,1.59,130,Adjective
lone,1.59,268,Adjective
nonexistent,1.59,43,Adjective
obliging,1.59,17,Adjective
relatable,1.59,4,Adjective
tantamount,1.59,17,Adjective
undetermined,1.59,22,Adjective
unenviable,1.59,1,Adjective
uninitiated,1.59,1,Adjective
unmentioned,1.59,2,Adjective
unpractical,1.59,2,Adjective
unprecedented,1.59,80,Adjective
unwitting,1.59,14,Adjective
valiant,1.59,126,Adjective
valueless,1.59,1,Adjective
weird,1.59,5156,Adjective
wry,1.59,10,Adjective
analogous,1.58,4,Adjective
chagrined,1.58,8,Adjective
disciplined,1.58,88,Adjective
drastic,1.58,128,Adjective
explicable,1.58,1,Adjective
idiosyncratic,1.58,8,Adjective
obligatory,1.58,21,Adjective
pious,1.58,48,Adjective
profound,1.58,213,Adjective
representational,1.58,2,Adjective
winnable,1.58,1,Adjective
zany,1.58,10,Adjective
aimless,1.57,14,Adjective
appreciable,1.57,3,Adjective
dignified,1.57,137,Adjective
feasible,1.57,31,Adjective
formative,1.57,15,Adjective
fundamental,1.57,167,Adjective
ineffective,1.57,30,Adjective
inestimable,1.57,6,Adjective
inexcusable,1.57,43,Adjective
interrelated,1.57,4,Adjective
ironic,1.57,312,Adjective
predetermined,1.57,17,Adjective
salacious,1.57,10,Adjective
timeless,1.57,44,Adjective
unearned,1.57,1,Adjective
unquestioning,1.57,6,Adjective
worthiest,1.57,3,Adjective
harebrained,1.56,23,Adjective
inconsequential,1.56,22,Adjective
inspirational,1.56,62,Adjective
instinctive,1.56,21,Adjective
instinctual,1.56,10,Adjective
mythic,1.56,19,Adjective
normative,1.56,3,Adjective
possible,1.56,5816,Adjective
quintessential,1.56,15,Adjective
transformative,1.56,1,Adjective
unenlightening,1.56,1,Adjective
ungodly,1.56,30,Adjective
unnecessary,1.56,316,Adjective
unremembered,1.56,1,Adjective
unsanctified,1.56,4,Adjective
unwarned,1.56,1,Adjective
amazing,1.55,4167,Adjective
charmless,1.55,3,Adjective
distrustful,1.55,5,Adjective
indefinable,1.55,5,Adjective
indulgent,1.55,20,Adjective
inspiring,1.55,139,Adjective
monotonous,1.55,43,Adjective
pleasant,1.55,1072,Adjective
rousing,1.55,25,Adjective
sociological,1.55,14,Adjective
sociopolitical,1.55,1,Adjective
superstitious,1.55,175,Adjective
unchristian,1.55,7,Adjective
vague,1.55,231,Adjective
causative,1.54,4,Adjective
discriminating,1.54,25,Adjective
godless,1.54,42,Adjective
impious,1.54,2,Adjective
inevitable,1.54,288,Adjective
informative,1.54,35,Adjective
innocent,1.54,2780,Adjective
insufferable,1.54,49,Adjective
metaphysic,1.54,3,Adjective
metaphysical,1.54,42,Adjective
patronizing,1.54,56,Adjective
preferable,1.54,47,Adjective
sinless,1.54,1,Adjective
stupendous,1.54,33,Adjective
unbelievable,1.54,1500,Adjective
unfathomed,1.54,1,Adjective
unhelpful,1.54,9,Adjective
unjustified,1.54,8,Adjective
unquestionable,1.54,2,Adjective
unredeemed,1.54,1,Adjective
wifely,1.54,10,Adjective
worst,1.54,2874,Adjective
controversial,1.53,109,Adjective
forthright,1.53,34,Adjective
literal,1.53,69,Adjective
unfathomable,1.53,15,Adjective
affective,1.52,4,Adjective
allegorical,1.52,8,Adjective
amazed,1.52,261,Adjective
biased,1.52,47,Adjective
blasphemous,1.52,22,Adjective
conclusive,1.52,61,Adjective
diffusive,1.52,1,Adjective
disconcerting,1.52,27,Adjective
dismayed,1.52,22,Adjective
dubious,1.52,73,Adjective
endurable,1.52,2,Adjective
enlightened,1.52,87,Adjective
essential,1.52,247,Adjective
foregone,1.52,21,Adjective
futile,1.52,82,Adjective
heartwarming,1.52,19,Adjective
impassive,1.52,1,Adjective
inexact,1.52,6,Adjective
inglorious,1.52,5,Adjective
insensible,1.52,4,Adjective
introspective,1.52,15,Adjective
maladjusted,1.52,10,Adjective
pardonable,1.52,3,Adjective
perfectible,1.52,1,Adjective
sensible,1.52,347,Adjective
solemn,1.52,112,Adjective
soulless,1.52,32,Adjective
sufficing,1.52,1,Adjective
typical,1.52,642,Adjective
unachievable,1.52,2,Adjective
unholy,1.52,68,Adjective
unplanned,1.52,9,Adjective
unreal,1.52,127,Adjective
unspeakable,1.52,95,Adjective
unsuitable,1.52,24,Adjective
broody,1.5,8,Adjective
conventional,1.5,155,Adjective
desirous,1.5,12,Adjective
diabolical,1.5,55,Adjective
dissenting,1.5,10,Adjective
farfetched,1.5,4,Adjective
fated,1.5,32,Adjective
heavenly,1.5,282,Adjective
humanizing,1.5,5,Adjective
immutable,1.5,8,Adjective
implausible,1.5,4,Adjective
inconclusive,1.5,42,Adjective
indescribable,1.5,25,Adjective
indeterminate,1.5,18,Adjective
irrelevant,1.5,262,Adjective
progressive,1.5,95,Adjective
reverent,1.5,11,Adjective
rhetorical,1.5,49,Adjective
stereotyped,1.5,6,Adjective
transitive,1.5,6,Adjective
undisputed,1.5,29,Adjective
unselfish,1.5,44,Adjective
unverifiable,1.5,1,Adjective
uttermost,1.5,3,Adjective
wrongful,1.5,54,Adjective
abstracted,1.48,3,Adjective
ambiguous,1.48,37,Adjective
behavioral,1.48,79,Adjective
derisive,1.48,2,Adjective
impending,1.48,55,Adjective
inarguable,1.48,1,Adjective
incomparable,1.48,48,Adjective
mindful,1.48,25,Adjective
passionate,1.48,306,Adjective
philosophic,1.48,4,Adjective
probable,1.48,167,Adjective
purposeless,1.48,2,Adjective
sensorial,1.48,1,Adjective
speculative,1.48,12,Adjective
suave,1.48,47,Adjective
transcendental,1.48,7,Adjective
unimpeachable,1.48,7,Adjective
unprincipled,1.48,16,Adjective
urbane,1.48,7,Adjective
apolitical,1.47,6,Adjective
unknown,1.47,774,Adjective
aloof,1.46,33,Adjective
amoral,1.46,10,Adjective
believable,1.46,72,Adjective
deniable,1.46,8,Adjective
discerning,1.46,30,Adjective
inconvenient,1.46,83,Adjective
theoretic,1.46,1,Adjective
treasonous,1.46,9,Adjective
unorthodox,1.46,72,Adjective
unsustainable,1.46,4,Adjective
wondrous,1.46,83,Adjective
abstract,1.45,111,Adjective
ignorable,1.45,1,Adjective
unexplainable,1.45,35,Adjective
unredeemable,1.45,2,Adjective
unsympathetic,1.45,22,Adjective
unthinkable,1.45,69,Adjective
benevolent,1.44,37,Adjective
conjectural,1.44,1,Adjective
defamatory,1.44,3,Adjective
divine,1.44,594,Adjective
extrasensory,1.44,10,Adjective
goddamned,1.44,249,Adjective
psychodynamic,1.44,3,Adjective
superlative,1.44,5,Adjective
ulterior,1.44,46,Adjective
unanticipated,1.44,5,Adjective
unfeasible,1.44,1,Adjective
unspecified,1.44,13,Adjective
despicable,1.43,107,Adjective
goddamn,1.43,5815,Adjective
intentioned,1.43,2,Adjective
mere,1.43,401,Adjective
righteous,1.43,200,Adjective
subjective,1.43,57,Adjective
trustable,1.43,1,Adjective
unknowing,1.43,13,Adjective
ensuing,1.42,10,Adjective
evocative,1.42,14,Adjective
expectable,1.42,1,Adjective
intrusive,1.42,31,Adjective
omnipresent,1.42,6,Adjective
psychoanalytical,1.42,9,Adjective
serendipitous,1.42,8,Adjective
spiritualistic,1.42,1,Adjective
unforeseeable,1.42,6,Adjective
uninteresting,1.42,16,Adjective
unknowable,1.42,10,Adjective
unobvious,1.42,1,Adjective
unpatriotic,1.42,13,Adjective
disenchanted,1.41,6,Adjective
imperialistic,1.41,7,Adjective
misrepresent,1.41,5,Adjective
renowned,1.41,67,Adjective
theological,1.41,20,Adjective
unapproachable,1.41,15,Adjective
underappreciated,1.41,4,Adjective
undiplomatic,1.41,3,Adjective
unnatural,1.41,140,Adjective
unspecific,1.41,2,Adjective
disgruntled,1.4,53,Adjective
expendable,1.4,77,Adjective
heedful,1.4,1,Adjective
impressionable,1.4,43,Adjective
inequitable,1.4,1,Adjective
normal,1.4,3589,Adjective
preposterous,1.4,155,Adjective
unambiguous,1.4,3,Adjective
undefined,1.4,10,Adjective
contributable,1.39,1,Adjective
duplicitous,1.38,10,Adjective
figurative,1.38,4,Adjective
illogic,1.38,2,Adjective
illogical,1.38,29,Adjective
inconceivable,1.38,46,Adjective
preeminent,1.38,9,Adjective
unforgiving,1.38,26,Adjective
unspectacular,1.38,3,Adjective
ideal,1.37,374,Adjective
theoretical,1.37,95,Adjective
unblessed,1.37,3,Adjective
unimaginable,1.37,47,Adjective
imperative,1.36,127,Adjective
indefinite,1.36,20,Adjective
inessential,1.36,1,Adjective
paradigmatic,1.36,1,Adjective
otherworldly,1.35,12,Adjective
unbridled,1.35,30,Adjective
deductive,1.33,18,Adjective
incomprehensible,1.33,42,Adjective
uninspired,1.33,18,Adjective
vicarious,1.33,13,Adjective
euphemistic,1.32,1,Adjective
unforgivable,1.32,100,Adjective
unrewarding,1.32,3,Adjective
comfortless,1.31,2,Adjective
fateful,1.31,51,Adjective
risky,1.31,393,Adjective
unjust,1.31,59,Adjective
ethical,1.3,139,Adjective
hypothetical,1.3,125,Adjective
ingenuous,1.3,11,Adjective
intangible,1.3,27,Adjective
psychopathological,1.3,1,Adjective
surreal,1.3,57,Adjective
inadvisable,1.29,4,Adjective
injunctive,1.29,7,Adjective
fantastical,1.28,14,Adjective
sanctimonious,1.28,42,Adjective
unpromising,1.28,3,Adjective
conceptual,1.26,12,Adjective
intuitive,1.23,54,Adjective
ambivalent,1.21,12,Adjective
idealistic,1.21,41,Adjective
inexplicable,1.21,38,Adjective
enlightening,1.19,37,Adjective
horsefly,4.97,5,Adverb
housefly,4.96,9,Adverb
doily,4.61,15,Adverb
outdoors,4.61,107,Adverb
potbelly,4.48,5,Adverb
downstairs,4.43,1985,Adverb
downtown,4.39,1118,Adverb
back,4.33,102467,Adverb
upstairs,4.33,3607,Adverb
backstage,4.31,261,Adverb
outside,4.25,8671,Adverb
downstream,4.19,64,Adverb
hillbilly,4.18,104,Adverb
barfly,4.17,6,Adverb
deckhand,4.17,9,Adverb
indoors,4.17,126,Adverb
